framework,control_id,control_ref,control_family,rule_id,name,domain,severity,evidence_mode,evidence_type,path
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,aws-ec2-public-ip-ssh,EC2 Public IP with SSH Exposed,aws,critical,cel,cloud_configuration,policies/aws/aws-ec2-public-ip-ssh.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,aws-ec2-public-ports-restricted,EC2 Instance Public Ports Restricted,aws,critical,cel,cloud_configuration,policies/aws/aws-ec2-public-ports-restricted.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,aws-ec2-sg-no-all-traffic-ingress,Security Group No All Traffic Ingress,aws,critical,cel,cloud_configuration,policies/aws/aws-ec2-sg-all-traffic.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,aws-ecr-public-repository,ECR Public Repository,aws,high,cel,cloud_configuration,policies/aws/aws-ecr-public-repository.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,aws-ecs-secrets-in-env-vars,ECS Task Secrets in Environment Variables,aws,high,cel,cloud_configuration,policies/aws/aws-ecs-secrets-env.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,aws-eks-public-endpoint-disabled,EKS Public Endpoint Disabled,aws,high,cel,cloud_configuration,policies/aws/aws-eks-public-endpoint.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,aws-elasticache-public,ElastiCache Cluster in Public Subnet,aws,high,cel,cloud_configuration,policies/aws/aws-elasticache-public.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,aws-elb-internet-facing-no-waf,Internet-Facing ALB Without WAF,aws,high,cel,cloud_configuration,policies/aws/aws-elb-internet-facing-no-waf.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,aws-elb-target-public-subnet,Load Balancer Targets in Public Subnet,aws,medium,cel,cloud_configuration,policies/aws/aws-elb-target-public-subnet.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,aws-lambda-in-vpc,Lambda In VPC,aws,low,cel,cloud_configuration,policies/aws/aws-lambda-vpc.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,aws-lambda-not-publicly-accessible,Lambda Not Publicly Accessible,aws,high,cel,cloud_configuration,policies/aws/aws-lambda-public.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,aws-lambda-secrets-in-env-vars,Lambda Secrets in Environment Variables,aws,high,cel,cloud_configuration,policies/aws/aws-lambda-secrets-env.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,aws-opensearch-public,OpenSearch Domain Publicly Accessible,aws,critical,cel,cloud_configuration,policies/aws/aws-opensearch-public.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,aws-rds-no-public-access,RDS No Public Access,aws,critical,cel,cloud_configuration,policies/aws/aws-rds-public-access.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,aws-rds-public-snapshot,AWS RDS Public Snapshot,dspm,critical,cel,data_security_posture,policies/dspm/aws-rds-public-snapshot.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,aws-redshift-public,Redshift Cluster Publicly Accessible,aws,critical,cel,cloud_configuration,policies/aws/aws-redshift-public.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,aws-s3-bucket-cleartext-key,S3 Bucket Contains Potential Credentials,aws,high,cel,cloud_configuration,policies/aws/aws-s3-bucket-cleartext-key.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,aws-s3-bucket-no-public-access,S3 Bucket Public Access,aws,critical,cel,cloud_configuration,policies/aws/aws-s3-public.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,aws-s3-bucket-policy-public,S3 Bucket Policy Allows Public Access,aws,critical,cel,cloud_configuration,policies/aws/aws-s3-bucket-policy-public.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,aws-s3-public-write,S3 Bucket Allows Public Write Access,aws,critical,cel,cloud_configuration,policies/aws/aws-s3-public-write.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,aws-sagemaker-model-artifact-public,AWS SageMaker Model Artifact Public,ai,critical,cel,ai_governance,policies/ai/aws-sagemaker-model-artifact-public.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,aws-sagemaker-notebook-internet-access,SageMaker Notebook Direct Internet Access,ai,high,cel,ai_governance,policies/ai/aws-sagemaker-notebook-internet.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,aws-sagemaker-training-no-vpc,SageMaker Training Job Without VPC,ai,medium,cel,ai_governance,policies/ai/aws-sagemaker-training-vpc.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,aws-sns-public-access,SNS Topic Allows Public Access,aws,high,cel,cloud_configuration,policies/aws/aws-sns-public-access.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,aws-sqs-public-access,SQS Queue Allows Public Access,aws,high,cel,cloud_configuration,policies/aws/aws-sqs-public-access.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,azure-cosmosdb-public,CosmosDB Public Network Access Enabled,azure,high,cel,cloud_configuration,policies/azure/azure-cosmosdb-public.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,azure-cosmosdb-public-access,Azure Cosmos DB Public Access,dspm,high,cel,data_security_posture,policies/dspm/azure-cosmos-public.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,azure-ml-workspace-public-network,Azure ML Workspace Public Network Access,ai,high,cel,ai_governance,policies/ai/azure-ml-workspace-public.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,azure-nsg-admin-port,NSG Allows Admin Ports from Internet,azure,high,cel,cloud_configuration,policies/azure/azure-nsg-admin-port.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,azure-nsg-restrict-ssh,NSG SSH Restriction,azure,high,cel,cloud_configuration,policies/azure/azure-nsg-ssh.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,azure-openai-public-network,Azure OpenAI Public Network Access,ai,high,cel,ai_governance,policies/ai/azure-openai-public.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,azure-sql-public-network-access,Azure SQL Public Network Access,dspm,high,cel,data_security_posture,policies/dspm/azure-sql-public.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,azure-sqlserver-public,Azure SQL Server Allows All Azure IPs,azure,high,cel,cloud_configuration,policies/azure/azure-sqlserver-public.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,azure-storage-blob-public-access-disabled,Azure Storage Blob Public Access Disabled,azure,high,cel,cloud_configuration,policies/azure/azure-storage-blob-public.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,azure-storage-public-write,Azure Storage Container Allows Public Write,azure,critical,cel,cloud_configuration,policies/azure/azure-storage-public-write.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,azure-storage-secrets-artifact,Azure Storage Contains Credential Artifacts,azure,high,cel,cloud_configuration,policies/azure/azure-storage-secrets.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,azure-vm-public-ip-rdp,Azure VM Public IP with RDP Exposed,azure,critical,cel,cloud_configuration,policies/azure/azure-vm-public-ip-rdp.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,azure-vm-public-ip-ssh,Azure VM Public IP with SSH Exposed,azure,critical,cel,cloud_configuration,policies/azure/azure-vm-public-ip-ssh.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,bucket-public-large-files,Publicly readable bucket contains large log and data files,cerebro,high,cel,attack_path_context,policies/cerebro/bucket-public-large-files.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,bucket-public-low-exposure,Publicly readable non-empty bucket with low exposure level,cerebro,medium,cel,attack_path_context,policies/cerebro/bucket-public-low-exposure.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,bucket-public-sensitive,Publicly readable bucket contains sensitive data,cerebro,critical,cel,attack_path_context,policies/cerebro/bucket-public-sensitive.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,container-host-network,Container Host Network Disabled,container,high,query,workload_configuration,policies/container/container-host-network.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,container-image-scan,Container Image Vulnerability Scan,container,high,query,workload_configuration,policies/container/container-image-scan.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,container-privileged,Container Privileged Mode Disabled,container,critical,query,workload_configuration,policies/container/container-privileged.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,container-readonly-fs,Container Read-Only Filesystem,container,medium,query,workload_configuration,policies/container/container-readonly-fs.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,container-resource-limits,Container Resource Limits Set,container,medium,query,workload_configuration,policies/container/container-resource-limits.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,container-root-user,Container Running as Root,container,high,query,workload_configuration,policies/container/container-root-user.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,cve-2023-20867,Publicly exposed VM vulnerable to CVE-2023-20867 (VMware ESXi backdoor vulnerability),cerebro,critical,cel,attack_path_context,policies/cerebro/cve-2023-20867.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,cve-2023-4863,Publicly exposed VM vulnerable to CVE-2023-4863 (WebP vulnerability),cerebro,critical,cel,attack_path_context,policies/cerebro/cve-2023-4863.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,cve-2024-6387,Publicly exposed VM vulnerable to CVE-2024-6387 (RCE vulnerabilities in OpenSSH),cerebro,critical,cel,attack_path_context,policies/cerebro/cve-2024-6387.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,db-public-access,Database Public Access Disabled,database,critical,query,data_store_configuration,policies/database/db-public-access.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,efs-public-subnet,AWS EFS mount target associated with a public subnet,cerebro,high,cel,attack_path_context,policies/cerebro/efs-public-subnet.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,gcp-bigquery-public,BigQuery Dataset Publicly Accessible,gcp,critical,cel,cloud_configuration,policies/gcp/gcp-bigquery-public.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,gcp-bigquery-public-dataset,GCP BigQuery Public Dataset,dspm,critical,cel,data_security_posture,policies/dspm/gcp-bigquery-public.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,gcp-bucket-public-write,GCS Bucket Allows Public Write Access,gcp,critical,cel,cloud_configuration,policies/gcp/gcp-bucket-public-write.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,gcp-bucket-secrets,GCS Bucket Contains Potential Credentials,gcp,high,cel,cloud_configuration,policies/gcp/gcp-bucket-secrets.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,gcp-cloudrun-no-vpc-connector,Cloud Run Service Without VPC Connector,gcp,low,cel,cloud_configuration,policies/gcp/gcp-cloudrun-vpc-egress.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,gcp-cloudrun-public-ingress,Cloud Run Service Allows Public Internet Access,gcp,medium,cel,cloud_configuration,policies/gcp/gcp-cloudrun-public.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,gcp-cloudsql-no-public-ip,Cloud SQL Public IP,gcp,high,cel,cloud_configuration,policies/gcp/gcp-cloudsql-public.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,gcp-compute-no-public-ip,Compute Instance Public IP,gcp,high,cel,cloud_configuration,policies/gcp/gcp-compute-public-ip.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,gcp-compute-public-ssh,GCP Instance Public IP with SSH Exposed,gcp,critical,cel,cloud_configuration,policies/gcp/gcp-compute-public-ssh.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,gcp-dns-dnssec,Cloud DNS DNSSEC Disabled,gcp,medium,cel,cloud_configuration,policies/gcp/gcp-dns-dnssec.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,gcp-gke-private-cluster,GKE Private Cluster,gcp,high,cel,cloud_configuration,policies/gcp/gcp-gke-private-cluster.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,gcp-iam-binding-no-allUsers,GCP IAM Binding No allUsers,gcp,critical,cel,cloud_configuration,policies/gcp/gcp-iam-binding-allUsers.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,gcp-kms-public,KMS Key Publicly Accessible,gcp,critical,cel,cloud_configuration,policies/gcp/gcp-kms-public.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,gcp-storage-bucket-no-public,GCP Storage Bucket Public Access,gcp,critical,cel,cloud_configuration,policies/gcp/gcp-storage-public.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,gcp-storage-no-public-allusers,GCP Storage No Public allUsers Access,gcp,critical,cel,cloud_configuration,policies/gcp/gcp-storage-public-allusers.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,gcp-vertex-ai-dataset-public,GCP Vertex AI Dataset Public Access,ai,critical,cel,ai_governance,policies/ai/gcp-vertex-dataset-public.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,gcp-vertex-ai-public-endpoint,GCP Vertex AI Public Endpoint,ai,high,cel,ai_governance,policies/ai/gcp-vertex-endpoint-public.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,github-actions-self-hosted-public,GitHub Actions Self-Hosted Runner on Public Repo,github,critical,cel,source_control_governance,policies/github/github-actions-self-hosted.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,github-public-repo-branch-protection,GitHub Public Repository Without Branch Protection,github,high,cel,source_control_governance,policies/github/github-repo-branch-protection.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,github-repo-internal-exposed,GitHub Internal Repository Made Public,github,critical,cel,source_control_governance,policies/github/github-repo-public-internal.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,github-runner-group-scope,GitHub Runner Group with Broad Repository Access,github,high,cel,source_control_governance,policies/github/github-runner-group-scope.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,github-runner-public-repo,GitHub Self-Hosted Runner on Public Repository,github,critical,cel,source_control_governance,policies/github/github-runner-public-repo.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,github-secret-scanning-alert,GitHub Secret Scanning Alert,github,critical,cel,source_control_governance,policies/github/github-secret-scanning.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,identity-tailscale-deprovision,Tailscale Accounts Deprovisioned on Termination,identity,high,query,identity_governance,policies/identity/identity-tailscale-deprovision.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,k8s-ingress-no-wildcard-host,Kubernetes Ingress Avoids Wildcard Hosts,kubernetes,medium,cel,workload_configuration,policies/kubernetes/k8s-ingress-no-wildcard-host.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,k8s-ingress-public,Kubernetes Ingress Exposes Sensitive Service,kubernetes,high,cel,workload_configuration,policies/kubernetes/k8s-ingress-public.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,k8s-network-policy-selector-present,Kubernetes NetworkPolicy Selector Is Present,kubernetes,medium,cel,workload_configuration,policies/kubernetes/k8s-network-policy-selector-present.yaml
CIS Controls v8,12,CIS Controls v8 12,CIS Controls v8 12 Network Infrastructure Management,k8s-node-public-exposure,Kubernetes Node with Public IP,kubernetes,high,cel,workload_configuration,policies/kubernetes/k8s-node-public-exposure.yaml
