framework,control_id,control_ref,control_family,direct_finding_count,source_backed_finding_count,source_matched_finding_count,source_capability_refs,review_area_refs,outbound_relationship_refs,inbound_relationship_refs,enrichment_status,sample_direct_finding_ids,sample_source_backed_finding_ids
nist80053r5,SA-21,nist80053r5 SA-21,NIST 800-53 r5 SA System and Services Acquisition,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SA-22,nist80053r5 SA-22,NIST 800-53 r5 SA System and Services Acquisition,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SA-23,nist80053r5 SA-23,NIST 800-53 r5 SA System and Services Acquisition,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SA-3,nist80053r5 SA-3,NIST 800-53 r5 SA System and Services Acquisition,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SA-4,nist80053r5 SA-4,NIST 800-53 r5 SA System and Services Acquisition,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SA-5,nist80053r5 SA-5,NIST 800-53 r5 SA System and Services Acquisition,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SA-8,nist80053r5 SA-8,NIST 800-53 r5 SA System and Services Acquisition,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SA-9,nist80053r5 SA-9,NIST 800-53 r5 SA System and Services Acquisition,4,0,0,,,,,direct_control_only,vendor-auth-method; vendor-pci-compliance; vendor-risk-assessed; vendor-security-review-complete,
nist80053r5,SC-1,nist80053r5 SC-1,NIST 800-53 r5 SC System and Communications Protection,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SC-10,nist80053r5 SC-10,NIST 800-53 r5 SC System and Communications Protection,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SC-12,nist80053r5 SC-12,NIST 800-53 r5 SC System and Communications Protection,115,8,8,,,,,direct_source_backed,admin-inactive-keys; admin-keys-unrotated; admin-keys-year-unrotated; aws-alb-http-to-https; aws-cloudfront-http; aws-cloudwatch-log-group-encrypted; aws-codebuild-plaintext-secrets; aws-codebuild-secrets-in-env-vars; aws-codebuild-source-credential; aws-dynamodb-encryption; aws-ebs-encryption-default; aws-ec2-ebs-volume-encrypted; aws-ec2-instance-profile-attached; aws-ecs-secrets-in-env-vars; aws-eks-secrets-encryption; aws-elb-certificate-expiry; aws-elb-https-only; aws-elb-tls-version; aws-iam-access-key-rotation; aws-iam-root-no-access-keys; aws-iam-user-multiple-access-keys; aws-iam-user-unused-credentials; aws-kms-key-rotation-enabled; aws-lambda-no-env-secrets; aws-lambda-secrets-in-env-vars; ... 90 more,aws-codebuild-plaintext-secrets; aws-dynamodb-encryption; aws-kms-key-rotation-enabled; aws-s3-bucket-cleartext-key; aws-s3-bucket-encryption-enabled; aws-s3-bucket-ssl-only; aws-secretsmanager-rotation-enabled; aws-secretsmanager-secret-used
nist80053r5,SC-13,nist80053r5 SC-13,NIST 800-53 r5 SC System and Communications Protection,44,4,4,,,,,direct_source_backed,aws-alb-http-to-https; aws-cloudfront-http; aws-cloudwatch-log-group-encrypted; aws-dynamodb-encryption; aws-ebs-encryption-default; aws-ec2-ebs-volume-encrypted; aws-eks-secrets-encryption; aws-elb-certificate-expiry; aws-elb-https-only; aws-elb-tls-version; aws-kms-key-rotation-enabled; aws-rds-encryption-enabled; aws-redshift-no-encryption; aws-s3-bucket-encryption-enabled; aws-s3-bucket-ssl-only; aws-sagemaker-endpoint-no-encryption; aws-sagemaker-training-unencrypted; aws-sns-topic-encrypted; aws-sqs-queue-encrypted; azure-appservice-https; azure-postgresql-ssl; azure-sql-transparent-data-encryption; azure-storage-https-only; azure-storage-minimum-tls-1-2; azure-vm-disk-encryption; ... 19 more,aws-dynamodb-encryption; aws-kms-key-rotation-enabled; aws-s3-bucket-encryption-enabled; aws-s3-bucket-ssl-only
nist80053r5,SC-15,nist80053r5 SC-15,NIST 800-53 r5 SC System and Communications Protection,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SC-16,nist80053r5 SC-16,NIST 800-53 r5 SC System and Communications Protection,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SC-17,nist80053r5 SC-17,NIST 800-53 r5 SC System and Communications Protection,1,0,0,,,,,direct_control_only,aws-iam-expired-certificates,
nist80053r5,SC-18,nist80053r5 SC-18,NIST 800-53 r5 SC System and Communications Protection,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SC-2,nist80053r5 SC-2,NIST 800-53 r5 SC System and Communications Protection,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SC-20,nist80053r5 SC-20,NIST 800-53 r5 SC System and Communications Protection,1,0,0,,,,,direct_control_only,gcp-dns-dnssec,
nist80053r5,SC-21,nist80053r5 SC-21,NIST 800-53 r5 SC System and Communications Protection,1,0,0,,,,,direct_control_only,gcp-dns-dnssec,
nist80053r5,SC-22,nist80053r5 SC-22,NIST 800-53 r5 SC System and Communications Protection,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SC-23,nist80053r5 SC-23,NIST 800-53 r5 SC System and Communications Protection,11,0,0,,,,,direct_control_only,aws-alb-http-to-https; aws-s3-https-only; cert-expired; cert-expiry-30-days; cert-self-signed; cert-weak-key; cert-weak-signature; db-ssl-connections; pci-transmission-encrypted; tls-version-outdated; tls-weak-ciphers,
nist80053r5,SC-24,nist80053r5 SC-24,NIST 800-53 r5 SC System and Communications Protection,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SC-28,nist80053r5 SC-28,NIST 800-53 r5 SC System and Communications Protection,55,5,5,,,,,direct_source_backed,aws-alb-http-to-https; aws-cloudfront-http; aws-cloudtrail-kms-encryption; aws-cloudwatch-log-group-encrypted; aws-dynamodb-encryption; aws-ebs-encryption-default; aws-ec2-ebs-volume-encrypted; aws-eks-secrets-encryption; aws-elb-certificate-expiry; aws-elb-https-only; aws-elb-tls-version; aws-kms-key-rotation-enabled; aws-rds-encryption-enabled; aws-redshift-no-encryption; aws-s3-bucket-encryption-enabled; aws-s3-bucket-ssl-only; aws-sagemaker-endpoint-no-encryption; aws-sagemaker-training-unencrypted; aws-sns-topic-encrypted; aws-sqs-queue-encrypted; azure-appservice-https; azure-postgresql-ssl; azure-sql-transparent-data-encryption; azure-storage-https-only; azure-storage-minimum-tls-1-2; ... 30 more,aws-cloudtrail-kms-encryption; aws-dynamodb-encryption; aws-kms-key-rotation-enabled; aws-s3-bucket-encryption-enabled; aws-s3-bucket-ssl-only
nist80053r5,SC-3,nist80053r5 SC-3,NIST 800-53 r5 SC System and Communications Protection,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SC-39,nist80053r5 SC-39,NIST 800-53 r5 SC System and Communications Protection,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SC-4,nist80053r5 SC-4,NIST 800-53 r5 SC System and Communications Protection,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SC-40,nist80053r5 SC-40,NIST 800-53 r5 SC System and Communications Protection,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SC-41,nist80053r5 SC-41,NIST 800-53 r5 SC System and Communications Protection,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SC-43,nist80053r5 SC-43,NIST 800-53 r5 SC System and Communications Protection,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SC-44,nist80053r5 SC-44,NIST 800-53 r5 SC System and Communications Protection,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SC-45,nist80053r5 SC-45,NIST 800-53 r5 SC System and Communications Protection,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SC-46,nist80053r5 SC-46,NIST 800-53 r5 SC System and Communications Protection,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SC-47,nist80053r5 SC-47,NIST 800-53 r5 SC System and Communications Protection,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SC-48,nist80053r5 SC-48,NIST 800-53 r5 SC System and Communications Protection,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SC-49,nist80053r5 SC-49,NIST 800-53 r5 SC System and Communications Protection,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SC-5,nist80053r5 SC-5,NIST 800-53 r5 SC System and Communications Protection,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SC-50,nist80053r5 SC-50,NIST 800-53 r5 SC System and Communications Protection,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SC-51,nist80053r5 SC-51,NIST 800-53 r5 SC System and Communications Protection,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SC-7,nist80053r5 SC-7,NIST 800-53 r5 SC System and Communications Protection,159,10,10,,,,,direct_source_backed,api-admin-function-public; api-cors-wildcard-credentials; api-deprecated-version-public; api-endpoint-no-authentication; api-inventory-owner-missing; api-mtls-required-missing-sensitive-service; api-object-level-authorization-missing; api-rate-limit-missing; api-refresh-token-rotation-disabled; api-schema-validation-missing; api-sensitive-response-field-exposed; api-shadow-endpoint-detected; api-third-party-timeout-missing; api-third-party-tls-validation-disabled; api-token-ttl-too-long; aws-api-gateway-no-authorization; aws-bedrock-custom-model-public; aws-codebuild-public-trigger; aws-default-sg-no-rules; aws-ec2-ami-not-public; aws-ec2-ebs-snapshot-not-public; aws-ec2-internet-facing-iam; aws-ec2-public-ip-rdp; aws-ec2-public-ip-ssh; aws-ec2-public-ports-restricted; ... 134 more,aws-bedrock-custom-model-public; aws-default-sg-no-rules; aws-ec2-public-ports-restricted; aws-ec2-sg-no-all-traffic-ingress; aws-eks-public-endpoint-disabled; aws-s3-bucket-cleartext-key; aws-s3-bucket-no-public-access; aws-s3-bucket-policy-public; aws-s3-public-write; aws-sagemaker-model-artifact-public
nist80053r5,SC-8,nist80053r5 SC-8,NIST 800-53 r5 SC System and Communications Protection,11,0,0,,,,,direct_control_only,aws-alb-http-to-https; aws-s3-https-only; cert-expired; cert-expiry-30-days; cert-self-signed; cert-weak-key; cert-weak-signature; db-ssl-connections; pci-transmission-encrypted; tls-version-outdated; tls-weak-ciphers,
nist80053r5,SI-1,nist80053r5 SI-1,NIST 800-53 r5 SI System and Information Integrity,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SI-10,nist80053r5 SI-10,NIST 800-53 r5 SI System and Information Integrity,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SI-11,nist80053r5 SI-11,NIST 800-53 r5 SI System and Information Integrity,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SI-12,nist80053r5 SI-12,NIST 800-53 r5 SI System and Information Integrity,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SI-13,nist80053r5 SI-13,NIST 800-53 r5 SI System and Information Integrity,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SI-16,nist80053r5 SI-16,NIST 800-53 r5 SI System and Information Integrity,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SI-17,nist80053r5 SI-17,NIST 800-53 r5 SI System and Information Integrity,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SI-18,nist80053r5 SI-18,NIST 800-53 r5 SI System and Information Integrity,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SI-19,nist80053r5 SI-19,NIST 800-53 r5 SI System and Information Integrity,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SI-2,nist80053r5 SI-2,NIST 800-53 r5 SI System and Information Integrity,198,99,99,,,,,direct_source_backed,aws-ecr-scan-on-push; aws-lambda-runtime-supported; aws-rds-auto-minor-upgrade; cisa-kev-vulnerability-present; container-admission-policy-missing; container-base-image-eol; container-eol-writable; container-image-critical-vulnerability; container-image-no-sbom; container-image-not-signed; container-image-scan; container-openssl-vuln; container-registry-immutable-tags-disabled; container-registry-public; container-runtime-default-seccomp-missing; cve-2021-45046; cve-2021-45105; cve-2023-20867; cve-2023-4863; cve-2024-21626; cve-2024-6387; dirty-pipe-privileged; gcp-container-vuln-critical; gcp-container-vuln-high; gcp-container-vuln-medium; ... 173 more,github-dependabot-critical-alert; github-dependabot-high-alert; github-secops-app-installation-all-repos-event-secret-scanning-alert; github-secops-secret-anthropic-admin-api-key-open; github-secops-secret-anthropic-admin-api-key-push-protection-bypassed; github-secops-secret-anthropic-admin-api-key-resolution-false-positive; github-secops-secret-anthropic-admin-api-key-resolution-used-in-tests; github-secops-secret-anthropic-admin-api-key-resolution-wont-fix; github-secops-secret-aws-access-key-id-open; github-secops-secret-aws-access-key-id-push-protection-bypassed; github-secops-secret-aws-access-key-id-resolution-false-positive; github-secops-secret-aws-access-key-id-resolution-used-in-tests; github-secops-secret-aws-access-key-id-resolution-wont-fix; github-secops-secret-azure-storage-account-key-open; github-secops-secret-azure-storage-account-key-push-protection-bypassed; github-secops-secret-azure-storage-account-key-resolution-false-positive; github-secops-secret-azure-storage-account-key-resolution-used-in-tests; github-secops-secret-azure-storage-account-key-resolution-wont-fix; github-secops-secret-cloudflare-api-token-open; github-secops-secret-cloudflare-api-token-push-protection-bypassed; github-secops-secret-cloudflare-api-token-resolution-false-positive; github-secops-secret-cloudflare-api-token-resolution-used-in-tests; github-secops-secret-cloudflare-api-token-resolution-wont-fix; github-secops-secret-datadog-api-key-open; github-secops-secret-datadog-api-key-push-protection-bypassed; ... 74 more
nist80053r5,SI-20,nist80053r5 SI-20,NIST 800-53 r5 SI System and Information Integrity,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SI-21,nist80053r5 SI-21,NIST 800-53 r5 SI System and Information Integrity,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SI-22,nist80053r5 SI-22,NIST 800-53 r5 SI System and Information Integrity,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SI-23,nist80053r5 SI-23,NIST 800-53 r5 SI System and Information Integrity,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SI-3,nist80053r5 SI-3,NIST 800-53 r5 SI System and Information Integrity,12,0,0,,,,,direct_control_only,endpoint-edr-installed; endpoint-edr-reporting; endpoint-intune-noncompliant; endpoint-kandji-edr-installed; endpoint-kandji-password-manager; endpoint-malware-detection; endpoint-mdm-enrolled; endpoint-password-manager; endpoint-sentinelone-active; pci-antivirus-enabled; sentinelone-command-control; sentinelone-malware,
nist80053r5,SI-4,nist80053r5 SI-4,NIST 800-53 r5 SI System and Information Integrity,119,30,30,,,,,direct_source_backed,aws-access-analyzer-unused-access-finding; aws-account-alternate-contact-security; aws-account-security-contact-configured; aws-backup-vault-encrypted; aws-backup-vault-locked; aws-cloudformation-stack-drift-detected; aws-cloudformation-stack-termination-protection; aws-cloudfront-origin-access-control-required; aws-cloudfront-response-headers-policy-security; aws-cloudfront-waf-enabled; aws-ecs-service-public-ip-disabled; aws-ecs-task-definition-no-privileged; aws-ecs-task-definition-nonroot-user; aws-ecs-task-definition-readonly-root; aws-efs-backup-enabled; aws-efs-encrypted; aws-eventbridge-rule-cross-account-target; aws-guardduty-c2-traffic; aws-guardduty-crypto-mining; aws-guardduty-disabled; aws-guardduty-malware-finding; aws-guardduty-notifications; aws-kms-key-deletion-scheduled; aws-kms-key-policy-public; aws-organizations-policy-detached; ... 94 more,aws-guardduty-c2-traffic; aws-guardduty-crypto-mining; aws-guardduty-malware-finding; azure-activity-log-alert-policy-missing; azure-activity-log-export-missing; gcp-bigquery-dataset-no-default-cmek; gcp-bigquery-table-public; gcp-cloud-ids-notifications; gcp-cloudrun-ingress-all; gcp-cloudrun-service-account-default; gcp-gke-binary-authorization-disabled; gcp-gke-master-authorized-networks-disabled; gcp-gke-workload-identity-disabled; gcp-kms-key-rotation-period-too-long; gcp-logging-sink-missing-security; gcp-organization-policy-disable-service-account-key-creation; gcp-organization-policy-restrict-public-ip-cloudsql; gcp-organization-policy-restrict-vm-external-ip; gcp-organization-policy-uniform-bucket-level-access; gcp-project-audit-logs-data-access; gcp-project-essential-contacts-security; gcp-scc-event-threat-detection-enabled; gcp-scc-security-health-analytics-enabled; gcp-secret-manager-secret-public; gcp-secret-manager-secret-unreplicated; ... 5 more
nist80053r5,SI-5,nist80053r5 SI-5,NIST 800-53 r5 SI System and Information Integrity,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SI-6,nist80053r5 SI-6,NIST 800-53 r5 SI System and Information Integrity,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SI-7,nist80053r5 SI-7,NIST 800-53 r5 SI System and Information Integrity,39,0,0,,,,,direct_control_only,aws-cloudtrail-log-integrity; aws-ecr-immutable-tags; azure-vm-approved-extensions-only; container-admission-policy-missing; container-base-image-eol; container-image-critical-vulnerability; container-image-no-sbom; container-image-not-signed; container-registry-immutable-tags-disabled; container-registry-public; container-runtime-default-seccomp-missing; gcp-compute-shielded-vm; gcp-gke-shielded-nodes; github-automated-checks; github-branch-protection-admin; gitlab-runner-unprotected-tags; k8s-admission-controller-policy-missing; k8s-audit-logging-disabled; k8s-etcd-encryption-disabled; k8s-image-pull-policy-always-missing-for-latest; k8s-ingress-tls-missing; k8s-mutating-webhook-failure-policy-ignore; k8s-namespace-pss-audit-missing; k8s-namespace-pss-enforce-not-restricted; k8s-namespace-pss-warn-missing; ... 14 more,
nist80053r5,SI-8,nist80053r5 SI-8,NIST 800-53 r5 SI System and Information Integrity,1,0,0,,,,,direct_control_only,m365-email-security-baseline,
nist80053r5,SR-1,nist80053r5 SR-1,NIST 800-53 r5 SR Supply Chain Risk Management,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SR-10,nist80053r5 SR-10,NIST 800-53 r5 SR Supply Chain Risk Management,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SR-11,nist80053r5 SR-11,NIST 800-53 r5 SR Supply Chain Risk Management,7,0,0,,,,,direct_control_only,aws-ecr-immutable-tags; github-automated-checks; github-branch-protection-admin; gitlab-runner-unprotected-tags; k8s-pod-image-pinned-by-digest; k8s-pod-image-tag-not-latest; ml-model-untrusted-source,
nist80053r5,SR-12,nist80053r5 SR-12,NIST 800-53 r5 SR Supply Chain Risk Management,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SR-2,nist80053r5 SR-2,NIST 800-53 r5 SR Supply Chain Risk Management,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SR-3,nist80053r5 SR-3,NIST 800-53 r5 SR Supply Chain Risk Management,2,0,0,,,,,direct_control_only,vendor-auth-method; vendor-pci-compliance,
nist80053r5,SR-4,nist80053r5 SR-4,NIST 800-53 r5 SR Supply Chain Risk Management,139,0,0,,,,,direct_control_only,cicd-artifact-signature-required; cicd-build-logs-public; cicd-build-provenance-required; cicd-build-provenance-verified; cicd-dependency-review-required; cicd-iac-plan-approval-required; cicd-release-separation-of-duties; cicd-secret-scanning-blocking-required; cicd-slsa-build-level-below-2; cicd-slsa-build-level-below-3-critical-service; cicd-unpinned-third-party-action; cicd-untrusted-fork-write-token; github-actions-artifact-attestation-missing; github-actions-oidc-subject-too-broad; github-branch-requires-linear-history; github-branch-requires-signed-commits; github-codeowners-missing; github-dependabot-security-updates-disabled; github-repo-webhook-insecure-ssl; github-ruleset-bypass-unrestricted; github-ruleset-required; github-secops-dependabot-cargo-critical-dismissed; github-secops-dependabot-cargo-critical-open; github-secops-dependabot-cargo-critical-runtime-no-patch; github-secops-dependabot-cargo-high-dismissed; ... 114 more,
nist80053r5,SR-5,nist80053r5 SR-5,NIST 800-53 r5 SR Supply Chain Risk Management,0,0,0,,,,,framework_catalog_only,,
nist80053r5,SR-6,nist80053r5 SR-6,NIST 800-53 r5 SR Supply Chain Risk Management,1,0,0,,,,,direct_control_only,vendor-security-review-complete,
nist80053r5,SR-7,nist80053r5 SR-7,NIST 800-53 r5 SR Supply Chain Risk Management,0,0,0,,,,,framework_catalog_only,,
