framework,control_id,control_ref,control_family,direct_finding_count,source_backed_finding_count,source_matched_finding_count,source_capability_refs,review_area_refs,outbound_relationship_refs,inbound_relationship_refs,enrichment_status,sample_direct_finding_ids,sample_source_backed_finding_ids
pcisaqdsp,11.3.4.A,pcisaqdsp 11.3.4.A,PCI SAQ D-SP 11 11 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,11.3.4.B,pcisaqdsp 11.3.4.B,PCI SAQ D-SP 11 11 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,11.3.4.C,pcisaqdsp 11.3.4.C,PCI SAQ D-SP 11 11 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,11.4.A,pcisaqdsp 11.4.A,PCI SAQ D-SP 11 11 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,11.4.B,pcisaqdsp 11.4.B,PCI SAQ D-SP 11 11 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,11.4.C,pcisaqdsp 11.4.C,PCI SAQ D-SP 11 11 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,11.5.1,pcisaqdsp 11.5.1,PCI SAQ D-SP 11 11 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,11.5.A,pcisaqdsp 11.5.A,PCI SAQ D-SP 11 11 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,11.5.B,pcisaqdsp 11.5.B,PCI SAQ D-SP 11 11 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,11.6,pcisaqdsp 11.6,PCI SAQ D-SP 11 11 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,12.1,pcisaqdsp 12.1,PCI SAQ D-SP 12 12 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,12.1.1,pcisaqdsp 12.1.1,PCI SAQ D-SP 12 12 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,12.10.1.A,pcisaqdsp 12.10.1.A,PCI SAQ D-SP 12 12 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,12.10.1.B.I,pcisaqdsp 12.10.1.B.I,PCI SAQ D-SP 12 12 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,12.10.1.B.II,pcisaqdsp 12.10.1.B.II,PCI SAQ D-SP 12 12 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,12.10.1.B.III,pcisaqdsp 12.10.1.B.III,PCI SAQ D-SP 12 12 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,12.10.1.B.IV,pcisaqdsp 12.10.1.B.IV,PCI SAQ D-SP 12 12 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,12.10.1.B.V,pcisaqdsp 12.10.1.B.V,PCI SAQ D-SP 12 12 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,12.10.1.B.VI,pcisaqdsp 12.10.1.B.VI,PCI SAQ D-SP 12 12 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,12.10.1.B.VII,pcisaqdsp 12.10.1.B.VII,PCI SAQ D-SP 12 12 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,12.10.2,pcisaqdsp 12.10.2,PCI SAQ D-SP 12 12 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,12.10.3,pcisaqdsp 12.10.3,PCI SAQ D-SP 12 12 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,12.10.4,pcisaqdsp 12.10.4,PCI SAQ D-SP 12 12 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,12.10.5,pcisaqdsp 12.10.5,PCI SAQ D-SP 12 12 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,12.10.6,pcisaqdsp 12.10.6,PCI SAQ D-SP 12 12 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,12.11.A,pcisaqdsp 12.11.A,PCI SAQ D-SP 12 12 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,12.11.B,pcisaqdsp 12.11.B,PCI SAQ D-SP 12 12 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,12.2.A,pcisaqdsp 12.2.A,PCI SAQ D-SP 12 12 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,12.2.B,pcisaqdsp 12.2.B,PCI SAQ D-SP 12 12 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,12.3.1,pcisaqdsp 12.3.1,PCI SAQ D-SP 12 12 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,12.3.10.A,pcisaqdsp 12.3.10.A,PCI SAQ D-SP 12 12 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,12.3.10.B,pcisaqdsp 12.3.10.B,PCI SAQ D-SP 12 12 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,12.3.2,pcisaqdsp 12.3.2,PCI SAQ D-SP 12 12 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,12.3.3,pcisaqdsp 12.3.3,PCI SAQ D-SP 12 12 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,12.3.4,pcisaqdsp 12.3.4,PCI SAQ D-SP 12 12 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,12.3.5,pcisaqdsp 12.3.5,PCI SAQ D-SP 12 12 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,12.3.6,pcisaqdsp 12.3.6,PCI SAQ D-SP 12 12 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,12.3.7,pcisaqdsp 12.3.7,PCI SAQ D-SP 12 12 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,12.3.8,pcisaqdsp 12.3.8,PCI SAQ D-SP 12 12 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,12.3.9,pcisaqdsp 12.3.9,PCI SAQ D-SP 12 12 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,12.4,pcisaqdsp 12.4,PCI SAQ D-SP 12 12 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,12.4.1.A,pcisaqdsp 12.4.1.A,PCI SAQ D-SP 12 12 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,12.4.1.B,pcisaqdsp 12.4.1.B,PCI SAQ D-SP 12 12 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,12.5.1,pcisaqdsp 12.5.1,PCI SAQ D-SP 12 12 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,12.5.2,pcisaqdsp 12.5.2,PCI SAQ D-SP 12 12 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,12.5.3,pcisaqdsp 12.5.3,PCI SAQ D-SP 12 12 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,12.5.4,pcisaqdsp 12.5.4,PCI SAQ D-SP 12 12 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,12.5.5,pcisaqdsp 12.5.5,PCI SAQ D-SP 12 12 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,12.5.A,pcisaqdsp 12.5.A,PCI SAQ D-SP 12 12 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,12.6.1.A,pcisaqdsp 12.6.1.A,PCI SAQ D-SP 12 12 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,12.6.1.B,pcisaqdsp 12.6.1.B,PCI SAQ D-SP 12 12 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,12.6.1.C,pcisaqdsp 12.6.1.C,PCI SAQ D-SP 12 12 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,12.6.2,pcisaqdsp 12.6.2,PCI SAQ D-SP 12 12 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,12.6.A,pcisaqdsp 12.6.A,PCI SAQ D-SP 12 12 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,12.7,pcisaqdsp 12.7,PCI SAQ D-SP 12 12 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,12.8.1,pcisaqdsp 12.8.1,PCI SAQ D-SP 12 12 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,12.8.2,pcisaqdsp 12.8.2,PCI SAQ D-SP 12 12 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,12.8.3,pcisaqdsp 12.8.3,PCI SAQ D-SP 12 12 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,12.8.4,pcisaqdsp 12.8.4,PCI SAQ D-SP 12 12 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,12.8.5,pcisaqdsp 12.8.5,PCI SAQ D-SP 12 12 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,12.9,pcisaqdsp 12.9,PCI SAQ D-SP 12 12 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,2.1.1.A,pcisaqdsp 2.1.1.A,PCI SAQ D-SP 2 2 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,2.1.1.B,pcisaqdsp 2.1.1.B,PCI SAQ D-SP 2 2 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,2.1.1.C,pcisaqdsp 2.1.1.C,PCI SAQ D-SP 2 2 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,2.1.1.D,pcisaqdsp 2.1.1.D,PCI SAQ D-SP 2 2 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,2.1.1.E,pcisaqdsp 2.1.1.E,PCI SAQ D-SP 2 2 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,2.1.A,pcisaqdsp 2.1.A,PCI SAQ D-SP 2 2 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,2.1.B,pcisaqdsp 2.1.B,PCI SAQ D-SP 2 2 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,2.2.1.A,pcisaqdsp 2.2.1.A,PCI SAQ D-SP 2 2 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,2.2.1.B,pcisaqdsp 2.2.1.B,PCI SAQ D-SP 2 2 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,2.2.2.A,pcisaqdsp 2.2.2.A,PCI SAQ D-SP 2 2 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,2.2.2.B,pcisaqdsp 2.2.2.B,PCI SAQ D-SP 2 2 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,2.2.3,pcisaqdsp 2.2.3,PCI SAQ D-SP 2 2 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,2.2.4.A,pcisaqdsp 2.2.4.A,PCI SAQ D-SP 2 2 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,2.2.4.B,pcisaqdsp 2.2.4.B,PCI SAQ D-SP 2 2 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,2.2.4.C,pcisaqdsp 2.2.4.C,PCI SAQ D-SP 2 2 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,2.2.5.A,pcisaqdsp 2.2.5.A,PCI SAQ D-SP 2 2 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,2.2.5.B,pcisaqdsp 2.2.5.B,PCI SAQ D-SP 2 2 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,2.2.5.C,pcisaqdsp 2.2.5.C,PCI SAQ D-SP 2 2 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,2.2.A,pcisaqdsp 2.2.A,PCI SAQ D-SP 2 2 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,2.2.B,pcisaqdsp 2.2.B,PCI SAQ D-SP 2 2 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,2.2.C,pcisaqdsp 2.2.C,PCI SAQ D-SP 2 2 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,2.2.D,pcisaqdsp 2.2.D,PCI SAQ D-SP 2 2 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,2.3.A,pcisaqdsp 2.3.A,PCI SAQ D-SP 2 2 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,2.3.B,pcisaqdsp 2.3.B,PCI SAQ D-SP 2 2 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,2.3.C,pcisaqdsp 2.3.C,PCI SAQ D-SP 2 2 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,2.3.D,pcisaqdsp 2.3.D,PCI SAQ D-SP 2 2 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,2.4.A,pcisaqdsp 2.4.A,PCI SAQ D-SP 2 2 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,2.4.B,pcisaqdsp 2.4.B,PCI SAQ D-SP 2 2 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,2.5,pcisaqdsp 2.5,PCI SAQ D-SP 2 2 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,2.6,pcisaqdsp 2.6,PCI SAQ D-SP 2 2 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,3.1.A,pcisaqdsp 3.1.A,PCI SAQ D-SP 3 3 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,3.1.B,pcisaqdsp 3.1.B,PCI SAQ D-SP 3 3 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,3.1.C,pcisaqdsp 3.1.C,PCI SAQ D-SP 3 3 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,3.1.D,pcisaqdsp 3.1.D,PCI SAQ D-SP 3 3 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,3.1.E,pcisaqdsp 3.1.E,PCI SAQ D-SP 3 3 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,3.2.1,pcisaqdsp 3.2.1,PCI SAQ D-SP 3 3 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,3.2.2,pcisaqdsp 3.2.2,PCI SAQ D-SP 3 3 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,3.2.3,pcisaqdsp 3.2.3,PCI SAQ D-SP 3 3 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,3.2.A,pcisaqdsp 3.2.A,PCI SAQ D-SP 3 3 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,3.2.B,pcisaqdsp 3.2.B,PCI SAQ D-SP 3 3 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,3.2.C,pcisaqdsp 3.2.C,PCI SAQ D-SP 3 3 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,3.3,pcisaqdsp 3.3,PCI SAQ D-SP 3 3 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,3.4,pcisaqdsp 3.4,PCI SAQ D-SP 3 3 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,3.4.1.A,pcisaqdsp 3.4.1.A,PCI SAQ D-SP 3 3 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,3.4.1.B,pcisaqdsp 3.4.1.B,PCI SAQ D-SP 3 3 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,3.4.1.C,pcisaqdsp 3.4.1.C,PCI SAQ D-SP 3 3 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,3.5.1,pcisaqdsp 3.5.1,PCI SAQ D-SP 3 3 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,3.5.2,pcisaqdsp 3.5.2,PCI SAQ D-SP 3 3 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,3.5.3,pcisaqdsp 3.5.3,PCI SAQ D-SP 3 3 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,3.5.4,pcisaqdsp 3.5.4,PCI SAQ D-SP 3 3 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,3.6.1,pcisaqdsp 3.6.1,PCI SAQ D-SP 3 3 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,3.6.2,pcisaqdsp 3.6.2,PCI SAQ D-SP 3 3 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,3.6.3,pcisaqdsp 3.6.3,PCI SAQ D-SP 3 3 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,3.6.4,pcisaqdsp 3.6.4,PCI SAQ D-SP 3 3 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,3.6.5.A,pcisaqdsp 3.6.5.A,PCI SAQ D-SP 3 3 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,3.6.5.B,pcisaqdsp 3.6.5.B,PCI SAQ D-SP 3 3 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,3.6.5.C,pcisaqdsp 3.6.5.C,PCI SAQ D-SP 3 3 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,3.6.6,pcisaqdsp 3.6.6,PCI SAQ D-SP 3 3 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,3.6.7,pcisaqdsp 3.6.7,PCI SAQ D-SP 3 3 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,3.6.8,pcisaqdsp 3.6.8,PCI SAQ D-SP 3 3 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,3.6.A,pcisaqdsp 3.6.A,PCI SAQ D-SP 3 3 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,3.6.B,pcisaqdsp 3.6.B,PCI SAQ D-SP 3 3 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,3.7,pcisaqdsp 3.7,PCI SAQ D-SP 3 3 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,4.1.1,pcisaqdsp 4.1.1,PCI SAQ D-SP 4 4 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,4.1.A,pcisaqdsp 4.1.A,PCI SAQ D-SP 4 4 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,4.1.B,pcisaqdsp 4.1.B,PCI SAQ D-SP 4 4 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,4.1.C,pcisaqdsp 4.1.C,PCI SAQ D-SP 4 4 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,4.1.D,pcisaqdsp 4.1.D,PCI SAQ D-SP 4 4 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,4.1.E,pcisaqdsp 4.1.E,PCI SAQ D-SP 4 4 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,4.2.A,pcisaqdsp 4.2.A,PCI SAQ D-SP 4 4 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,4.2.B,pcisaqdsp 4.2.B,PCI SAQ D-SP 4 4 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,4.3,pcisaqdsp 4.3,PCI SAQ D-SP 4 4 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,5.1,pcisaqdsp 5.1,PCI SAQ D-SP 5 5 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,5.1.1,pcisaqdsp 5.1.1,PCI SAQ D-SP 5 5 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,5.1.2,pcisaqdsp 5.1.2,PCI SAQ D-SP 5 5 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,5.2.A,pcisaqdsp 5.2.A,PCI SAQ D-SP 5 5 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,5.2.B,pcisaqdsp 5.2.B,PCI SAQ D-SP 5 5 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,5.2.C,pcisaqdsp 5.2.C,PCI SAQ D-SP 5 5 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,5.3,pcisaqdsp 5.3,PCI SAQ D-SP 5 5 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,5.4,pcisaqdsp 5.4,PCI SAQ D-SP 5 5 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,6.1,pcisaqdsp 6.1,PCI SAQ D-SP 6 6 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,6.2.A,pcisaqdsp 6.2.A,PCI SAQ D-SP 6 6 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,6.2.B,pcisaqdsp 6.2.B,PCI SAQ D-SP 6 6 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,6.3.1,pcisaqdsp 6.3.1,PCI SAQ D-SP 6 6 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,6.3.2,pcisaqdsp 6.3.2,PCI SAQ D-SP 6 6 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,6.3.A,pcisaqdsp 6.3.A,PCI SAQ D-SP 6 6 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,6.3.B,pcisaqdsp 6.3.B,PCI SAQ D-SP 6 6 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,6.3.C,pcisaqdsp 6.3.C,PCI SAQ D-SP 6 6 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,6.4.1.A,pcisaqdsp 6.4.1.A,PCI SAQ D-SP 6 6 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,6.4.1.B,pcisaqdsp 6.4.1.B,PCI SAQ D-SP 6 6 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,6.4.2,pcisaqdsp 6.4.2,PCI SAQ D-SP 6 6 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,6.4.3,pcisaqdsp 6.4.3,PCI SAQ D-SP 6 6 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,6.4.4,pcisaqdsp 6.4.4,PCI SAQ D-SP 6 6 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,6.4.5.1,pcisaqdsp 6.4.5.1,PCI SAQ D-SP 6 6 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,6.4.5.2,pcisaqdsp 6.4.5.2,PCI SAQ D-SP 6 6 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,6.4.5.3.A,pcisaqdsp 6.4.5.3.A,PCI SAQ D-SP 6 6 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,6.4.5.3.B,pcisaqdsp 6.4.5.3.B,PCI SAQ D-SP 6 6 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,6.4.5.4,pcisaqdsp 6.4.5.4,PCI SAQ D-SP 6 6 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,6.4.5.A,pcisaqdsp 6.4.5.A,PCI SAQ D-SP 6 6 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,6.4.6,pcisaqdsp 6.4.6,PCI SAQ D-SP 6 6 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,6.5.1,pcisaqdsp 6.5.1,PCI SAQ D-SP 6 6 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,6.5.10,pcisaqdsp 6.5.10,PCI SAQ D-SP 6 6 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,6.5.2,pcisaqdsp 6.5.2,PCI SAQ D-SP 6 6 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,6.5.3,pcisaqdsp 6.5.3,PCI SAQ D-SP 6 6 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,6.5.4,pcisaqdsp 6.5.4,PCI SAQ D-SP 6 6 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,6.5.5,pcisaqdsp 6.5.5,PCI SAQ D-SP 6 6 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,6.5.6,pcisaqdsp 6.5.6,PCI SAQ D-SP 6 6 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,6.5.7,pcisaqdsp 6.5.7,PCI SAQ D-SP 6 6 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,6.5.8,pcisaqdsp 6.5.8,PCI SAQ D-SP 6 6 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,6.5.9,pcisaqdsp 6.5.9,PCI SAQ D-SP 6 6 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,6.5.A,pcisaqdsp 6.5.A,PCI SAQ D-SP 6 6 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,6.5.B,pcisaqdsp 6.5.B,PCI SAQ D-SP 6 6 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,6.6,pcisaqdsp 6.6,PCI SAQ D-SP 6 6 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,6.7,pcisaqdsp 6.7,PCI SAQ D-SP 6 6 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,7.1,pcisaqdsp 7.1,PCI SAQ D-SP 7 7 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,7.1.1,pcisaqdsp 7.1.1,PCI SAQ D-SP 7 7 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,7.1.2,pcisaqdsp 7.1.2,PCI SAQ D-SP 7 7 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,7.1.3,pcisaqdsp 7.1.3,PCI SAQ D-SP 7 7 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,7.1.4,pcisaqdsp 7.1.4,PCI SAQ D-SP 7 7 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,7.2.1,pcisaqdsp 7.2.1,PCI SAQ D-SP 7 7 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,7.2.2,pcisaqdsp 7.2.2,PCI SAQ D-SP 7 7 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,7.2.3,pcisaqdsp 7.2.3,PCI SAQ D-SP 7 7 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,7.3,pcisaqdsp 7.3,PCI SAQ D-SP 7 7 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,8.1.1,pcisaqdsp 8.1.1,PCI SAQ D-SP 8 8 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,8.1.2,pcisaqdsp 8.1.2,PCI SAQ D-SP 8 8 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,8.1.3,pcisaqdsp 8.1.3,PCI SAQ D-SP 8 8 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,8.1.4,pcisaqdsp 8.1.4,PCI SAQ D-SP 8 8 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,8.1.5.A,pcisaqdsp 8.1.5.A,PCI SAQ D-SP 8 8 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,8.1.5.B,pcisaqdsp 8.1.5.B,PCI SAQ D-SP 8 8 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,8.1.6.A,pcisaqdsp 8.1.6.A,PCI SAQ D-SP 8 8 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,8.1.6.B,pcisaqdsp 8.1.6.B,PCI SAQ D-SP 8 8 Controls,0,0,0,,,,,framework_catalog_only,,
pcisaqdsp,8.1.7,pcisaqdsp 8.1.7,PCI SAQ D-SP 8 8 Controls,0,0,0,,,,,framework_catalog_only,,
